species_traits_all,level,Class,Order,Family,Genus_1,Species_Species,DemersPelag,EnvTemp,DepthRangeDeep,trophic_level,Feeding_path,LMax,BodyShapeI,K,tm,DemersPelagLevel,EnvTempLevel,DepthRangeDeepLevel,trophic_levelLevel,Feeding_pathLevel,LMaxLevel,BodyShapeILevel,KLevel,tmLevel,
Rhomboplites_aurorubens,species,Actinopterygii,Perciformes,Lutjanidae,Rhomboplites,aurorubens,demersal,subtropical,300,4.4,benthic,60,fusiform,0.197999999,3.266153,species,species,species,species,species,species,species,species,species,
Rutilus_rutilus,species,Actinopterygii,Cypriniformes,Cyprinidae,Rutilus,rutilus,demersal,subtropical,20,2.98,benthic,50,fusiform,0.172999993,4.166891,species,species,family,family,species,species,species,species,species,
Ruvettus_pretiosus,species,Actinopterygii,Perciformes,Gempylidae,Ruvettus,pretiosus,demersal,subtropical,800,4.2,benthic,300,elongate,0.07,7.6,species,species,species,species,species,species,species,species,species,
Salilota_australis,species,Actinopterygii,Gadiformes,Moridae,Salilota,australis,demersal,subtropical,1000,4.4,benthic,50,elongate,0.129999995,5.1,species,species,species,species,species,species,species,species,species,
Salmo_trutta,species,Actinopterygii,Salmoniformes,Salmonidae,Salmo,trutta,pelagic_neritic,subtropical,28,3.4,benthic,140,fusiform,0.218999997,2.817384,species,species,species,species,species,species,species,species,species,
Sarda_chiliensis,species,Actinopterygii,Perciformes,Scombridae,Sarda,chiliensis,pelagic_neritic,subtropical,100,4.5,pelagic,102,fusiform,0.455000013,1.393233,species,species,species,species,species,species,species,species,species,
Sarda_orientalis,species,Actinopterygii,Perciformes,Scombridae,Sarda,orientalis,pelagic_neritic,subtropical,167,4.2,pelagic,16.506,fusiform,0.25999999,2.4,species,species,species,species,species,species,species,species,species,
Sarda_sarda,species,Actinopterygii,Perciformes,Scombridae,Sarda,sarda,pelagic_neritic,subtropical,200,4.5,pelagic,91.40000153,fusiform,0.718999982,0.9204233,species,species,species,species,species,species,species,species,species,
Sardina_pilchardus,species,Actinopterygii,Clupeiformes,Clupeidae,Sardina,pilchardus,pelagic_neritic,subtropical,100,3.1,pelagic,27.5,fusiform,0.48300001,1.66429,species,species,species,species,species,species,species,species,species,
Sardinella_aurita,species,Actinopterygii,Clupeiformes,Clupeidae,Sardinella,aurita,reef_associated,subtropical,350,3.4,pelagic,30,fusiform,0.529999971,1.40885,species,species,species,species,species,species,species,species,species,
Sardinella_brasiliensis,species,Actinopterygii,Clupeiformes,Clupeidae,Sardinella,brasiliensis,pelagic_neritic,subtropical,81.11111111,3.1,pelagic,27,fusiform,0.620000005,1.214777,species,species,genus,species,species,species,species,species,species,
Sardinella_maderensis,species,Actinopterygii,Clupeiformes,Clupeidae,Sardinella,maderensis,pelagic_neritic,subtropical,80,3.2,pelagic,30,fusiform,0.335999995,2.063594,species,species,species,species,species,species,species,species,species,
Sardinops_sagax,species,Actinopterygii,Clupeiformes,Clupeidae,Sardinops,sagax,pelagic_neritic,subtropical,200,2.8,pelagic,39.5,fusiform,0.340000004,2.210949,species,species,species,species,species,species,species,species,species,
Sarotherodon_galilaeus,species,Actinopterygii,Perciformes,Cichlidae,Sarotherodon,galilaeus,demersal,subtropical,20,2,pelagic,39.5,fusiform,0.29,2.3,species,species,NA,species,NA,species,species,species,species,
Sarpa_salpa,species,Actinopterygii,Perciformes,Sparidae,Sarpa,salpa,demersal,subtropical,70,3.515730337,benthic,51,fusiform,0.228,2.969132,species,species,species,family,species,species,species,species,species,
Saurida_undosquamis,species,Actinopterygii,Aulopiformes,Synodontidae,Saurida,undosquamis,reef_associated,subtropical,350,4.5,benthic,64,elongate,0.439999998,1.573491,species,species,species,species,species,species,species,species,species,
Schroederichthys_bivius,species,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Schroederichthys,bivius,demersal,subtropical,78,3.8,benthic,70,elongate,0.170000002,3.8,species,species,species,species,species,genus,species,species,species,
Sciaena_umbra,species,Actinopterygii,Perciformes,Sciaenidae,Sciaena,umbra,demersal,subtropical,200,3.8,benthic,70,fusiform,0.112999998,5.897822,species,species,species,species,species,species,species,species,species,
Sciaenops_ocellatus,species,Actinopterygii,Perciformes,Sciaenidae,Sciaenops,ocellatus,demersal,subtropical,98.53333333,3.7,benthic,155,fusiform,0.463999987,1.37678,species,species,family,species,species,species,species,species,species,
Scomber_australasicus,species,Actinopterygii,Perciformes,Scombridae,Scomber,australasicus,pelagic_neritic,subtropical,200,4.2,pelagic,44,fusiform,0.239999995,2.856548,species,species,species,species,species,species,species,species,species,
Scomber_japonicus,species,Actinopterygii,Perciformes,Scombridae,Scomber,japonicus,pelagic_neritic,subtropical,300,3.4,pelagic,64,fusiform,0.47299999,1.53045,species,species,species,species,species,species,species,species,species,
Scomberomorus_maculatus,species,Actinopterygii,Perciformes,Scombridae,Scomberomorus,maculatus,pelagic_neritic,subtropical,35,4.5,pelagic,91,fusiform,0.270000011,2.364624,species,species,species,species,species,species,species,species,species,
Scorpaena_scrofa,species,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,scrofa,demersal,subtropical,500,4.2,benthic,22,fusiform,0.081,8.239519,species,species,species,species,species,species,species,species,species,
Scorpaeniformes,order,Actinopterygii,Scorpaeniformes,NA,NA,NA,demersal,subtropical,567.5288302,3.77856349,benthic,55.10145889,fusiform,0.243241463,4.091442848,order,order,order,order,order,order,order,order,order,
Scyliorhinus_canicula,species,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,canicula,demersal,subtropical,780,3.8,benthic,100,elongate,0.118000001,5.197393,species,species,species,species,species,species,species,species,species,
Sebastes,higher,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,NA,demersal,subtropical,410.6630435,3.744117647,benthic,46.82408166,fusiform,0.145360748,6.568747402,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Sebastes_capensis,species,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,capensis,demersal,subtropical,275,3.8,benthic,37,fusiform,0.140000001,5,species,species,species,species,species,species,species,species,species,
Sebastes_oculatus,species,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,oculatus,demersal,subtropical,410.6630435,3.744117647,benthic,66,fusiform,0.140000001,5.1,species,species,genus,genus,species,species,species,species,species,
Sebastes_pinniger,species,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,pinniger,demersal,subtropical,838,3.8,pelagic,70,fusiform,0.136999995,4.710542,species,species,species,species,species,species,species,species,species,
Sebastidae,higher,Actinopterygii,Scorpaeniformes,Sebastidae,NA,NA,demersal,subtropical,455.9895833,3.718918919,benthic,47.0466667,fusiform,0.143726126,6.632067225,family,family,family,family,NA,family,family,family,family,
Selar_crumenophthalmus,species,Actinopterygii,Perciformes,Carangidae,Selar,crumenophthalmus,reef_associated,subtropical,170,3.8,pelagic,70,fusiform,0.239999995,2.97032,species,species,species,species,species,species,species,species,species,
Selene_dorsalis,species,Actinopterygii,Perciformes,Carangidae,Selene,dorsalis,demersal,subtropical,100,4.1,benthic,40,fusiform,0.600000024,1.176618,species,species,species,species,species,species,species,species,species,
Selene_setapinnis,species,Actinopterygii,Perciformes,Carangidae,Selene,setapinnis,demersal,subtropical,55,3.7,pelagic,60,fusiform,0.629999995,1.204565,species,species,species,species,species,species,species,species,species,
Selene_vomer,species,Actinopterygii,Perciformes,Carangidae,Selene,vomer,demersal,subtropical,53,4.3,benthic,79.1,fusiform,0.409999996,1.7,species,species,species,species,species,species,species,species,species,
Seriola,higher,Actinopterygii,Perciformes,Carangidae,Seriola,NA,demersal,subtropical,352,4.371428571,pelagic,130.2222222,fusiform,0.234777779,2.953749111,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Seriola_dumerili,species,Actinopterygii,Perciformes,Carangidae,Seriola,dumerili,reef_associated,subtropical,360,4.5,benthic,190,fusiform,0.25,2.373081,species,species,species,species,species,species,species,species,species,
Seriola_lalandi,species,Actinopterygii,Perciformes,Carangidae,Seriola,lalandi,demersal,subtropical,825,4.2,pelagic,250,fusiform,0.136000007,4.170068,species,species,species,species,species,species,species,species,species,
Serranus_scriba,species,Actinopterygii,Perciformes,Serranidae,Serranus,scriba,demersal,subtropical,150,3.8,benthic,150,fusiform,0.237000003,3.072417,species,species,species,species,species,species,species,species,species,
Siganus_rivulatus,species,Actinopterygii,Perciformes,Siganidae,Siganus,rivulatus,reef_associated,subtropical,30,2.546153846,benthic,30,fusiform,0.342999995,2.24982,species,species,species,genus,species,species,species,species,species,
Solea,Higher,Actinopterygii,Pleuronectiformes,Soleidae,Solea,NA,demersal,subtropical,150,3.2,benthic,70,flat,0.36,2,genera,genera,genera,genera,genera,genera,genera,genera,genera,
Solea_solea,species,Actinopterygii,Pleuronectiformes,Soleidae,Solea,solea,demersal,subtropical,150,3.2,benthic,70,flat,0.361999989,1.961502,species,species,species,species,species,species,species,species,species,
Sparidae,higher,Actinopterygii,Perciformes,Sparidae,NA,NA,demersal,subtropical,166.39,3.515730337,benthic,50.75317882,fusiform,0.233200001,3.753139245,family,family,family,family,NA,family,family,family,family,
Sparisoma_aurofrenatum,species,Actinopterygii,Perciformes,Scaridae,Sparisoma,aurofrenatum,reef_associated,subtropical,20,2,benthic,28,fusiform,0.66900003,1.178345,species,species,species,species,species,species,species,species,species,
Sparisoma_cretense,species,Actinopterygii,Perciformes,Scaridae,Sparisoma,cretense,reef_associated,subtropical,50,2.9,benthic,50,fusiform,0.298000008,2.371179,species,species,species,species,species,species,species,species,species,
Sparisoma_viride,species,Actinopterygii,Perciformes,Scaridae,Sparisoma,viride,reef_associated,subtropical,50,2.45,benthic,64,fusiform,0.449999988,1.529492,species,species,species,genus,species,species,species,species,species,
Sparus_aurata,species,Actinopterygii,Perciformes,Sparidae,Sparus,aurata,demersal,subtropical,150,3.7,benthic,70,fusiform,0.25999999,2.577892,species,species,species,species,species,species,species,species,species,
Sphoeroides,higher,Actinopterygii,Tetraodontiformes,Tetraodontidae,Sphoeroides,NA,demersal,subtropical,85,3.522222222,benthic,25.38444445,short_deep,0.7035,1.326042205,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Sphyraena_barracuda,species,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,barracuda,reef_associated,subtropical,100,4.5,pelagic,200,elongate,0.086999997,6.310512,species,species,species,species,species,species,species,species,species,
Sphyraena_chrysotaenia,species,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,chrysotaenia,pelagic_neritic,subtropical,84.52631579,4.325,pelagic,12.12,elongate,0.584999979,1.289812,species,species,genus,genus,species,species,species,species,species,
Sphyraena_sphyraena,species,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,sphyraena,pelagic_neritic,subtropical,100,4.04,pelagic,165,elongate,0.36,1.6,species,species,species,species,species,species,species,species,species,
Sphyrna,higher,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,NA,pelagic_oceanic,subtropical,395,4.216666667,pelagic,268.1222221,elongate,0.171444444,4.799763111,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Sphyrna_zygaena,species,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,zygaena,pelagic_oceanic,subtropical,200,4.9,pelagic,500,elongate,0.07,7.2,species,species,species,species,species,species,species,species,species,
Spicara_maena,species,Actinopterygii,Perciformes,Sparidae,Spicara,maena,pelagic_neritic,subtropical,130,4.2,pelagic,25,fusiform,0.165000007,4.266612,species,species,species,species,species,species,species,species,species,
Spicara_smaris,species,Actinopterygii,Perciformes ,Sparidae,Spicara ,smaris,pelagic_neritic,subtropical,328,3.16,pelagic,20,elongate,0.4,2,species,species,species,species,species,species,species,species,genus,
Spondyliosoma_cantharus,species,Actinopterygii,Perciformes,Sparidae,Spondyliosoma,cantharus,demersal,subtropical,300,3.3,benthic,60,fusiform,0.300000012,2.380662,species,species,species,species,species,species,species,species,species,
Spratelloides_robustus,Species,Actinopterygii,Clupeiformes,Clupeidae,Spratelloides,robustus,pelagic_neritic,subtropical,50,3.4,pelagic,12,elongate,1.02,0.8,species,species,species,species,species,species,species,species,species,
Sprattus_fuegensis,Species,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,fuegensis,pelagic_neritic,subtropical,50,2.6,pelagic,18,fusiform,1.02,0.8,species,species,species,species,species,species,species,species,species,
Squatina_argentina,species,Elasmobranchii,Squatiniformes,Squatinidae,Squatina,argentina,demersal,subtropical,400,4.1,benthic,170,flat,0.119999997,4.8,species,species,species,species,species,species,species,species,species,
Stenotomus_chrysops,species,Actinopterygii,Perciformes,Sparidae,Stenotomus,chrysops,demersal,subtropical,185,3.8,benthic,46,short_deep,0.270000011,2.598076,species,species,genus,species,species,species,species,species,species,
Stromateidae,higher,Actinopterygii,Perciformes,Stromateidae,NA,NA,demersal,subtropical,161.875,3.814285714,pelagic,33.35866655,short_deep,0.769333331,1.116808007,family,family,family,family,NA,family,family,family,family,
Stromateus_brasiliensis,species,Actinopterygii,Perciformes,Stromateidae,Stromateus,brasiliensis,demersal,subtropical,133,3.4,pelagic,264.812,fusiform,0.5,1.4,species,species,species,species,species,species,species,species,species,
Stromateus_fiatola,species,Actinopterygii,Perciformes,Stromateidae,Stromateus,fiatola,demersal,subtropical,70,4,pelagic,50,short_deep,0.389999986,1.7,species,species,species,species,species,species,species,species,species,
Tetrapturus_angustirostris,species,Actinopterygii,Perciformes,Istiophoridae,Tetrapturus,angustirostris,pelagic_oceanic,subtropical,1830,4.5,pelagic,230,elongate,0.449999988,1.2,species,species,species,species,species,species,species,species,species,
Tetrapturus_pfluegeri,species,Actinopterygii,Perciformes,Istiophoridae,Tetrapturus,pfluegeri,pelagic_oceanic,subtropical,200,4.4,pelagic,254,elongate,0.370000005,1.5,species,species,species,species,species,species,species,species,species,
Thunnus,higher,Actinopterygii,Perciformes,Scombridae,Thunnus,NA,pelagic_oceanic,subtropical,838,4.342857143,pelagic,235.6166496,fusiform,0.200937497,3.5461455,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Thunnus_alalunga,species,Actinopterygii,Perciformes,Scombridae,Thunnus,alalunga,pelagic_oceanic,subtropical,600,4.3,pelagic,140,fusiform,0.232999995,2.657964,species,species,species,species,species,species,species,species,species,
Thunnus_obesus,species,Actinopterygii,Perciformes,Scombridae,Thunnus,obesus,pelagic_oceanic,subtropical,250,4.5,pelagic,250,fusiform,0.250999987,2.267452,species,species,species,species,species,species,species,species,species,
